2020-01-01,2¡æ,7¡æ
2020-01-02,5¡æ,8¡æ
2020-01-03,4¡æ,7¡æ
2020-01-04,6¡æ,11¡æ
2020-01-05,7¡æ,10¡æ
2020-01-06,4¡æ,9¡æ
2020-01-07,2¡æ,7¡æ
2020-01-08,0¡æ,7¡æ
2020-01-09,2¡æ,3¡æ
2020-01-10,1¡æ,3¡æ
2020-01-11,-1¡æ,7¡æ
2020-01-12,-2¡æ,8¡æ
2020-01-13,-2¡æ,9¡æ
2020-01-14,0¡æ,9¡æ
2020-01-15,1¡æ,3¡æ
2020-01-16,0¡æ,4¡æ
2020-01-17,-2¡æ,7¡æ
2020-01-18,-1¡æ,8¡æ
2020-01-19,-1¡æ,11¡æ
2020-01-20,-1¡æ,12¡æ
2020-01-21,4¡æ,8¡æ
2020-01-22,2¡æ,6¡æ
2020-01-23,3¡æ,7¡æ
2020-01-24,5¡æ,7¡æ
2020-01-25,3¡æ,5¡æ
2020-01-26,1¡æ,4¡æ
2020-01-27,1¡æ,6¡æ
2020-01-28,-2¡æ,9¡æ
2020-01-29,-1¡æ,12¡æ
2020-01-30,1¡æ,13¡æ
2020-01-31,0¡æ,13¡æ
2020-02-01,1¡æ,13¡æ
2020-02-02,5¡æ,12¡æ
2020-02-03,3¡æ,12¡æ
2020-02-04,1¡æ,14¡æ
2020-02-05,2¡æ,15¡æ
2020-02-06,3¡æ,9¡æ
2020-02-07,3¡æ,8¡æ
2020-02-08,2¡æ,10¡æ
2020-02-09,2¡æ,13¡æ
2020-02-10,3¡æ,10¡æ
2020-02-11,5¡æ,13¡æ
2020-02-12,5¡æ,15¡æ
2020-02-13,6¡æ,17¡æ
2020-02-14,8¡æ,18¡æ
2020-02-15,-1¡æ,10¡æ
2020-02-16,-2¡æ,7¡æ
2020-02-17,-3¡æ,13¡æ
2020-02-18,-1¡æ,14¡æ
2020-02-19,3¡æ,14¡æ
2020-02-20,2¡æ,17¡æ
2020-02-21,7¡æ,15¡æ
2020-02-22,3¡æ,17¡æ
2020-02-23,8¡æ,18¡æ
2020-02-24,11¡æ,25¡æ
2020-02-25,12¡æ,22¡æ
2020-02-26,11¡æ,16¡æ
2020-02-27,8¡æ,13¡æ
2020-02-28,6¡æ,10¡æ
2020-02-29,6¡æ,14¡æ
2020-03-01,5¡æ,18¡æ
2020-03-02,6¡æ,13¡æ
2020-03-03,5¡æ,10¡æ
2020-03-04,5¡æ,16¡æ
2020-03-05,5¡æ,15¡æ
2020-03-06,9¡æ,14¡æ
2020-03-07,7¡æ,18¡æ
2020-03-08,12¡æ,17¡æ
2020-03-09,9¡æ,15¡æ
2020-03-10,5¡æ,16¡æ
2020-03-11,4¡æ,18¡æ
2020-03-12,9¡æ,17¡æ
2020-03-13,9¡æ,17¡æ
2020-03-14,5¡æ,19¡æ
2020-03-15,5¡æ,21¡æ
2020-03-16,11¡æ,19¡æ
2020-03-17,9¡æ,22¡æ
2020-03-18,8¡æ,24¡æ
2020-03-19,9¡æ,23¡æ
2020-03-20,10¡æ,25¡æ
2020-03-21,13¡æ,25¡æ
2020-03-22,16¡æ,24¡æ
2020-03-23,14¡æ,23¡æ
2020-03-24,13¡æ,23¡æ
2020-03-25,17¡æ,22¡æ
2020-03-26,13¡æ,24¡æ
2020-03-27,4¡æ,17¡æ
2020-03-28,4¡æ,10¡æ
2020-03-29,6¡æ,8¡æ
2020-03-30,5¡æ,11¡æ
2020-03-31,5¡æ,12¡æ
2020-04-01,6¡æ,16¡æ
2020-04-02,10¡æ,17¡æ
2020-04-03,10¡æ,18¡æ
2020-04-04,9¡æ,20¡æ
2020-04-05,11¡æ,22¡æ
2020-04-06,11¡æ,22¡æ
2020-04-07,10¡æ,24¡æ
2020-04-08,10¡æ,25¡æ
2020-04-09,10¡æ,26¡æ
2020-04-10,10¡æ,18¡æ
2020-04-11,5¡æ,13¡æ
2020-04-12,5¡æ,21¡æ
2020-04-13,6¡æ,23¡æ
2020-04-14,11¡æ,23¡æ
2020-04-15,10¡æ,27¡æ
2020-04-16,14¡æ,29¡æ
2020-04-17,19¡æ,26¡æ
2020-04-18,13¡æ,19¡æ
2020-04-19,12¡æ,21¡æ
2020-04-20,11¡æ,16¡æ
2020-04-21,11¡æ,17¡æ
2020-04-22,11¡æ,20¡æ
2020-04-23,13¡æ,21¡æ
2020-04-24,9¡æ,25¡æ
2020-04-25,11¡æ,27¡æ
2020-04-26,13¡æ,28¡æ
2020-04-27,14¡æ,28¡æ
2020-04-28,10¡æ,26¡æ
2020-04-29,15¡æ,30¡æ
2020-04-30,20¡æ,30¡æ
2020-05-01,19¡æ,30¡æ
2020-05-02,20¡æ,34¡æ
2020-05-03,21¡æ,34¡æ
2020-05-04,23¡æ,35¡æ
2020-05-05,19¡æ,26¡æ
2020-05-06,20¡æ,26¡æ
2020-05-07,20¡æ,27¡æ
2020-05-08,19¡æ,24¡æ
2020-05-09,18¡æ,21¡æ
2020-05-10,14¡æ,26¡æ
2020-05-11,13¡æ,28¡æ
2020-05-12,11¡æ,29¡æ
2020-05-13,14¡æ,28¡æ
2020-05-14,16¡æ,22¡æ
2020-05-15,17¡æ,26¡æ
2020-05-16,17¡æ,29¡æ
2020-05-17,19¡æ,31¡æ
2020-05-18,16¡æ,29¡æ
2020-05-19,14¡æ,30¡æ
2020-05-20,18¡æ,28¡æ
2020-05-21,20¡æ,27¡æ
2020-05-22,19¡æ,30¡æ
2020-05-23,19¡æ,32¡æ
2020-05-24,20¡æ,32¡æ
2020-05-25,18¡æ,21¡æ
2020-05-26,16¡æ,29¡æ
2020-05-27,20¡æ,31¡æ
2020-05-28,20¡æ,30¡æ
2020-05-29,20¡æ,25¡æ
2020-05-30,18¡æ,27¡æ
2020-05-31,20¡æ,31¡æ
2020-06-01,21¡æ,31¡æ
2020-06-02,22¡æ,31¡æ
2020-06-03,24¡æ,30¡æ
2020-06-04,23¡æ,31¡æ
2020-06-05,23¡æ,32¡æ
2020-06-06,24¡æ,31¡æ
2020-06-07,23¡æ,31¡æ
2020-06-08,25¡æ,32¡æ
2020-06-09,25¡æ,30¡æ
2020-06-10,24¡æ,27¡æ
2020-06-11,23¡æ,31¡æ
2020-06-12,25¡æ,30¡æ
2020-06-13,25¡æ,28¡æ
2020-06-14,25¡æ,27¡æ
2020-06-15,25¡æ,33¡æ
2020-06-16,26¡æ,35¡æ
2020-06-17,21¡æ,34¡æ
2020-06-18,21¡æ,27¡æ
2020-06-19,21¡æ,26¡æ
2020-06-20,22¡æ,23¡æ
2020-06-21,22¡æ,23¡æ
2020-06-22,22¡æ,24¡æ
2020-06-23,22¡æ,27¡æ
2020-06-24,23¡æ,28¡æ
2020-06-25,23¡æ,33¡æ
2020-06-26,25¡æ,31¡æ
2020-06-27,26¡æ,30¡æ
2020-06-28,25¡æ,28¡æ
2020-06-29,23¡æ,26¡æ
2020-06-30,22¡æ,33¡æ
2020-07-01,26¡æ,33¡æ
2020-07-02,24¡æ,27¡æ
2020-07-03,23¡æ,30¡æ
2020-07-04,24¡æ,29¡æ
2020-07-05,23¡æ,26¡æ
2020-07-06,23¡æ,28¡æ
2020-07-07,22¡æ,26¡æ
2020-07-08,22¡æ,29¡æ
2020-07-09,23¡æ,32¡æ
2020-07-10,25¡æ,32¡æ
2020-07-11,25¡æ,30¡æ
2020-07-12,23¡æ,30¡æ
2020-07-13,23¡æ,27¡æ
2020-07-14,22¡æ,30¡æ
2020-07-15,24¡æ,28¡æ
2020-07-16,24¡æ,27¡æ
2020-07-17,23¡æ,32¡æ
2020-07-18,23¡æ,28¡æ
2020-07-19,22¡æ,26¡æ
2020-07-20,21¡æ,30¡æ
2020-07-21,25¡æ,28¡æ
2020-07-22,26¡æ,34¡æ
2020-07-23,26¡æ,35¡æ
2020-07-24,24¡æ,31¡æ
2020-07-25,25¡æ,30¡æ
2020-07-26,24¡æ,28¡æ
2020-07-27,23¡æ,26¡æ
2020-07-28,23¡æ,30¡æ
2020-07-29,23¡æ,32¡æ
2020-07-30,25¡æ,31¡æ
2020-07-31,26¡æ,32¡æ
2020-08-01,25¡æ,35¡æ
2020-08-02,28¡æ,37¡æ
2020-08-03,28¡æ,37¡æ
2020-08-04,28¡æ,37¡æ
2020-08-05,28¡æ,37¡æ
2020-08-06,29¡æ,35¡æ
2020-08-07,30¡æ,35¡æ
2020-08-08,28¡æ,34¡æ
2020-08-09,26¡æ,31¡æ
2020-08-10,25¡æ,31¡æ
2020-08-11,25¡æ,33¡æ
2020-08-12,27¡æ,33¡æ
2020-08-13,28¡æ,36¡æ
2020-08-14,28¡æ,35¡æ
2020-08-15,29¡æ,37¡æ
2020-08-16,28¡æ,37¡æ
2020-08-17,28¡æ,36¡æ
2020-08-18,28¡æ,36¡æ
2020-08-19,27¡æ,35¡æ
2020-08-20,25¡æ,33¡æ
2020-08-21,24¡æ,31¡æ
2020-08-22,25¡æ,31¡æ
2020-08-23,26¡æ,34¡æ
2020-08-24,27¡æ,35¡æ
2020-08-25,25¡æ,31¡æ
2020-08-26,22¡æ,32¡æ
2020-08-27,22¡æ,34¡æ
2020-08-28,22¡æ,34¡æ
2020-08-29,23¡æ,34¡æ
2020-08-30,23¡æ,34¡æ
2020-08-31,24¡æ,34¡æ
2020-09-01,24¡æ,34¡æ
2020-09-02,23¡æ,32¡æ
2020-09-03,20¡æ,33¡æ
2020-09-04,21¡æ,29¡æ
2020-09-05,22¡æ,32¡æ
2020-09-06,20¡æ,33¡æ
2020-09-07,22¡æ,34¡æ
2020-09-08,22¡æ,33¡æ
2020-09-09,21¡æ,33¡æ
2020-09-10,20¡æ,27¡æ
2020-09-11,21¡æ,29¡æ
2020-09-12,20¡æ,30¡æ
2020-09-13,20¡æ,29¡æ
2020-09-14,20¡æ,24¡æ
2020-09-15,19¡æ,24¡æ
2020-09-16,19¡æ,25¡æ
2020-09-17,16¡æ,22¡æ
2020-09-18,17¡æ,25¡æ
2020-09-19,17¡æ,20¡æ
2020-09-20,16¡æ,19¡æ
2020-09-21,16¡æ,18¡æ
2020-09-22,16¡æ,18¡æ
2020-09-23,15¡æ,21¡æ
2020-09-24,17¡æ,26¡æ
2020-09-25,20¡æ,25¡æ
2020-09-26,19¡æ,26¡æ
2020-09-27,19¡æ,26¡æ
2020-09-28,19¡æ,27¡æ
2020-09-29,17¡æ,21¡æ
2020-09-30,18¡æ,27¡æ
2020-10-01,20¡æ,28¡æ
2020-10-02,16¡æ,24¡æ
2020-10-03,14¡æ,19¡æ
2020-10-04,11¡æ,15¡æ
2020-10-05,11¡æ,15¡æ
2020-10-06,11¡æ,12¡æ
2020-10-07,11¡æ,14¡æ
2020-10-08,12¡æ,23¡æ
2020-10-09,15¡æ,24¡æ
2020-10-10,14¡æ,25¡æ
2020-10-11,16¡æ,25¡æ
2020-10-12,17¡æ,24¡æ
2020-10-13,15¡æ,24¡æ
2020-10-14,14¡æ,18¡æ
2020-10-15,14¡æ,16¡æ
2020-10-16,11¡æ,17¡æ
2020-10-17,11¡æ,18¡æ
2020-10-18,9¡æ,19¡æ
2020-10-19,10¡æ,20¡æ
2020-10-20,12¡æ,19¡æ
2020-10-21,9¡æ,21¡æ
2020-10-22,9¡æ,25¡æ
2020-10-23,9¡æ,23¡æ
2020-10-24,11¡æ,19¡æ
2020-10-25,14¡æ,21¡æ
2020-10-26,13¡æ,24¡æ
2020-10-27,15¡æ,24¡æ
2020-10-28,13¡æ,17¡æ
2020-10-29,11¡æ,21¡æ
2020-10-30,15¡æ,22¡æ
2020-10-31,15¡æ,18¡æ
2020-11-01,14¡æ,19¡æ
2020-11-02,10¡æ,23¡æ
2020-11-03,12¡æ,20¡æ
2020-11-04,11¡æ,20¡æ
2020-11-05,15¡æ,19¡æ
2020-11-06,10¡æ,23¡æ
2020-11-07,9¡æ,24¡æ
2020-11-08,7¡æ,24¡æ
2020-11-09,8¡æ,22¡æ
2020-11-10,8¡æ,22¡æ
2020-11-11,8¡æ,23¡æ
2020-11-12,10¡æ,22¡æ
2020-11-13,14¡æ,23¡æ
2020-11-14,8¡æ,22¡æ
2020-11-15,12¡æ,21¡æ
2020-11-16,16¡æ,21¡æ
2020-11-17,18¡æ,22¡æ
2020-11-18,12¡æ,23¡æ
2020-11-19,10¡æ,15¡æ
2020-11-20,10¡æ,16¡æ
2020-11-21,7¡æ,9¡æ
2020-11-22,6¡æ,8¡æ
2020-11-23,4¡æ,6¡æ
2020-11-24,4¡æ,5¡æ
2020-11-25,3¡æ,7¡æ
2020-11-26,5¡æ,7¡æ
2020-11-27,5¡æ,9¡æ
2020-11-28,2¡æ,6¡æ
2020-11-29,2¡æ,11¡æ
2020-11-30,2¡æ,12¡æ
2020-12-01,4¡æ,7¡æ
2020-12-02,2¡æ,8¡æ
2020-12-03,3¡æ,6¡æ
2020-12-04,0¡æ,9¡æ
2020-12-05,0¡æ,11¡æ
2020-12-06,5¡æ,8¡æ
2020-12-07,6¡æ,8¡æ
2020-12-08,5¡æ,7¡æ
2020-12-09,5¡æ,9¡æ
2020-12-10,4¡æ,9¡æ
2020-12-11,2¡æ,10¡æ
2020-12-12,4¡æ,13¡æ
2020-12-13,0¡æ,10¡æ
2020-12-14,-3¡æ,3¡æ
2020-12-15,-2¡æ,5¡æ
2020-12-16,1¡æ,5¡æ
2020-12-17,2¡æ,6¡æ
2020-12-18,1¡æ,8¡æ
2020-12-19,-2¡æ,7¡æ
2020-12-20,-2¡æ,10¡æ
2020-12-21,-1¡æ,11¡æ
2020-12-22,1¡æ,12¡æ
2020-12-23,-1¡æ,12¡æ
2020-12-24,5¡æ,13¡æ
2020-12-25,4¡æ,13¡æ
2020-12-26,7¡æ,12¡æ
2020-12-27,3¡æ,14¡æ
2020-12-28,2¡æ,14¡æ
2020-12-29,-5¡æ,4¡æ
2020-12-30,-5¡æ,3¡æ
2020-12-31,-6¡æ,4¡æ
